datetime,latitude,longitude,magnitude,depth,location,risk_level
2021-04-19 11:17:58,25.9,90.29,2.9,10.0,"43km N of Tura, Meghalaya, India",Low
2021-04-19 01:53:51,25.74,95.28,4.3,89.0,"100km SE of Mokokchung, Nagaland, India",Medium
2021-04-18 18:54:33,22.48,94.08,4.8,10.0,"133km SE of Champhai, Mizoram, India",Medium
2021-04-17 20:38:01,28.08,93.04,2.6,10.0,"123km NNW of Itanagar, Arunachal Pradesh, India",Low
2021-04-17 15:45:06,20.73,76.83,3.0,16.0,"19km W of Akola,Maharashtra,India",Low
2021-04-17 08:54:40,32.3,98.83,4.6,10.0,"548km NNE of Changlang, Arunachal Pradesh, India",Medium
2021-04-17 00:20:51,32.35,78.7,3.6,10.0,"44km SW of Hanley, Jammu & Kashmir, India",Low
2021-04-16 06:05:56,30.01,79.6,2.5,10.0,"60km S of Joshimath, Uttarakhand , India",Low
2021-04-16 03:56:28,32.43,78.82,4.4,100.0,"31km SSW of Hanley, Jammu & Kashmir, India",Medium
2021-04-16 03:17:09,32.31,76.39,2.9,10.0,"11km NNE of Dharamshala, Himachal Pradesh, India",Low
2021-04-16 03:03:30,32.28,76.29,3.5,10.0,"7km NNW of Dharamshala, Himachal Pradesh, India",Low
2021-04-15 16:19:22,28.81,76.79,2.4,10.0,"20km ESE of Rohtak, Haryana, India",Low
2021-04-15 04:00:01,19.28,83.38,3.2,10.0,"145km E of Jagdalpur, Chhattisgarh, India",Low
2021-04-15 00:09:24,23.32,94.1,3.1,30.0,"80km E of Champhai, Mizoram, India",Low
2021-04-14 21:00:48,34.19,76.63,3.6,5.0,"51km W of Alchi(Leh),Jammu & Kashmir,India",Low
2021-04-14 04:34:57,26.24,92.82,2.8,10.0,"46km S of Tezpur, Assam, India",Low
2021-04-14 02:09:37,32.63,75.98,2.8,14.0,"55km NW of Dharamshala, Himachal Pradesh, India",Low
2021-04-13 23:03:10,22.75,94.56,3.6,10.0,"148km ESE of Champhai, Mizoram, India",Low
2021-04-13 16:14:25,30.3,70.49,3.9,10.0,"373km NW of Bikaner, Rajasthan, India",Low
2021-04-13 02:40:29,29.46,89.53,3.6,187.0,"211km NNE of Lachung, Sikkim, India",Low
2021-04-12 21:01:30,27.61,92.71,3.6,10.0,"82km E of Tawang, Arunachal Pradesh, India",Low
2021-04-12 03:17:29,29.6,89.6,3.8,150.0,"228km NNE of Lachung, Sikkim, India",Low
2021-04-11 20:41:27,12.33,78.72,3.0,30.0,"79km SW of Vellore, Tamil Nadu, India",Low
2021-04-11 12:53:59,23.28,81.73,3.9,10.0,"139km NNW of Bilaspur, Chhattisgarh, India",Low
2021-04-11 03:19:41,28.28,67.01,4.2,10.0,"618km W of Bikaner, Rajasthan, India",Medium
2021-04-10 23:51:51,31.53,90.42,4.3,10.0,"456km NNE of Lachung, Sikkim, India",Medium
2021-04-10 20:48:21,28.1,66.47,4.3,10.0,"671km W of Bikaner, Rajasthan, India",Medium
2021-04-08 18:23:41,30.82,71.24,4.0,23.0,"357km WSW of Amritsar, Punjab, India",Medium
2021-04-07 03:25:44,32.28,93.26,4.3,10.0,"497km NNW of Basar, Arunachal Pradesh, India",Medium
2021-04-07 03:18:36,31.99,92.84,4.8,10.0,"480km NNW of Basar, Arunachal Pradesh, India",Medium
2021-04-07 02:03:27,31.28,93.02,3.8,10.0,"400km NNW of Basar, Arunachal Pradesh, India",Low
2021-04-06 10:44:35,26.28,88.68,3.7,5.0,"57km SSE of Siliguri, West Bengal, India",Low
2021-04-06 07:07:02,26.72,89.04,4.1,10.0,"64km E of Siliguri, West Bengal, India",Medium
2021-04-06 03:42:16,27.55,95.54,2.7,39.0,"62km E of Dibrugarh, Assam, India",Low
2021-04-05 03:39:13,32.69,76.59,2.8,5.0,"58km NNE of Dharamshala, Himachal Pradesh, India",Low
2021-04-05 02:01:55,32.63,76.32,2.4,14.0,"45km N of Dharamshala, Himachal Pradesh, India",Low
2021-04-05 01:39:51,36.66,76.17,4.4,10.0,"234km N of Kargil, Laddakh, India",Medium
2021-04-04 22:38:31,26.57,93.89,2.9,24.0,"36km WSW of Jorhat, Assam, India",Low
2021-04-03 02:40:00,27.62,92.65,2.2,5.0,"76km E of Tawang, Arunachal Pradesh, India",Low
2021-04-03 00:10:20,32.68,76.48,3.0,10.0,"53km NNE of Dharamshala, Himachal Pradesh, India",Low
2021-04-02 14:28:42,34.12,87.81,4.3,100.0,"720km N of Lachung, Sikkim, India",Medium
2021-04-02 00:21:47,23.87,92.92,3.8,28.0,"25km NE of Aizawl, Mizoram, India",Low
2021-03-31 22:41:22,28.82,76.72,2.4,10.0,"13km SE of Rohtak, Haryana, India",Low
2021-03-30 10:03:40,25.7,91.39,2.8,5.0,"48km WSW of Nongpoh, Meghalaya, India",Low
2021-03-30 04:19:58,34.93,73.63,3.4,10.0,"119km NW of Gulmarg, Jammu and Kashmir, India",Low
2021-03-30 04:03:50,34.86,73.42,3.5,10.0,"126km NW of Gulmarg, Jammu and Kashmir, India",Low
2021-03-30 01:06:26,34.41,76.08,3.1,10.0,"16km SSW of Kargil, Laddakh, India",Low
2021-03-30 00:19:02,27.99,87.55,3.6,10.0,"95km NW of Yuksom, Sikkim, India",Low
2021-03-29 22:57:24,34.47,87.69,5.6,10.0,"760km N of Lachung, Sikkim, India",Medium
2021-03-29 18:52:33,25.56,91.91,3.2,10.0,"2km SE of Shillong, Meghalaya, India",Low
2021-03-29 16:15:16,26.24,95.48,3.9,100.0,"96km E of Mokokchung, Nagaland, India",Low
2021-03-29 13:54:21,7.71,91.3,4.1,10.0,"297km WNW of Campbell Bay, Andaman and Nicobar island, India",Medium
2021-03-29 05:41:40,36.18,77.38,4.1,10.0,"213km NNE of Kargil, Laddakh, India",Medium
2021-03-28 23:23:23,27.57,92.69,2.6,10.0,"80km E of Tawang, Arunachal Pradesh, India",Low
2021-03-28 18:17:14,27.78,64.67,4.4,30.0,"752km NW of Dwarka, Gujarat, India",Medium
2021-03-28 12:43:29,31.96,92.97,3.8,40.0,"472km NNW of Basar, Arunachal Pradesh, India",Low
2021-03-28 03:27:52,27.36,92.63,2.8,6.0,"78km ESE of Tawang, Arunachal Pradesh, India",Low
2021-03-27 22:54:17,35.56,89.32,4.1,63.0,"876km N of Lachung, Sikkim, India",Medium
2021-03-27 00:32:08,27.55,92.66,5.0,10.0,"77km E of Tawang, Arunachal Pradesh, India",Medium
2021-03-26 21:55:12,32.47,93.54,4.0,200.0,"509km NNW of Pangin, Arunachal Pradesh, India",Medium
2021-03-26 05:48:37,35.37,91.17,4.3,50.0,"869km N of Tawang, Arunachal Pradesh, India",Medium
2021-03-25 17:07:22,34.58,76.84,3.5,30.0,"51km NW of Alchi(Leh),Jammu & Kashmir,India",Low
2021-03-25 16:36:15,19.18,73.95,2.4,8.0,"74km N of Pune, Maharashtra, India",Low
2021-03-25 03:53:00,36.86,75.99,3.7,10.0,"256km N of Kargil, Laddakh, India",Low
2021-03-24 00:27:36,24.14,93.88,2.8,40.0,"41km SSE of Moirang, Manipur, India",Low
2021-03-23 11:27:04,33.64,76.28,3.0,10.0,"98km ESE of Pahalgam, Jammu and Kashmir, India",Low
2021-03-22 23:28:09,25.24,95.02,3.3,10.0,"61km ENE of Shirui, Manipur, India",Low
2021-03-22 22:53:40,31.9,92.79,4.4,40.0,"472km NNW of Basar, Arunachal Pradesh, India",Medium
2021-03-22 21:59:18,26.0,90.48,2.7,10.0,"60km NNE of Tura, Meghalaya, India",Low
2021-03-21 19:50:23,31.81,90.49,3.9,150.0,"488km NNE of Lachung, Sikkim, India",Low
2021-03-21 18:12:55,26.64,92.45,3.1,10.0,"34km W of Tezpur, Assam, India",Low
2021-03-21 17:52:41,26.53,92.58,4.1,25.0,"25km WSW of Tezpur, Assam, India",Medium
2021-03-21 10:06:32,25.85,95.08,4.2,10.0,"77km SE of Mokokchung, Nagaland, India",Medium
2021-03-21 03:29:18,32.15,93.47,3.8,10.0,"478km NNW of Basar, Arunachal Pradesh, India",Low
2021-03-20 23:22:17,22.66,91.79,3.5,10.0,"73km SSE of Belonia, Tripura, India",Low
2021-03-20 21:06:07,23.01,93.12,3.3,17.0,"46km SE of Serchhip, Mizoram, India",Low
2021-03-20 21:00:27,34.63,83.49,4.7,42.0,"471km ENE of Hanley, Jammu & Kashmir, India",Medium
2021-03-20 07:30:37,28.0,88.92,3.5,75.0,"38km NNE of Lachung, Sikkim, India",Low
2021-03-20 02:33:12,32.42,93.94,3.8,80.0,"492km NNW of Pangin, Arunachal Pradesh, India",Low
2021-03-19 23:34:19,31.79,93.05,4.2,79.0,"452km NNW of Basar, Arunachal Pradesh, India",Medium
2021-03-19 11:41:32,31.78,92.81,5.8,100.0,"459km NNW of Basar, Arunachal Pradesh, India",Medium
2021-03-16 11:15:21,26.08,94.4,3.5,18.0,"14km E of Wokha, Nagaland, India",Low
2021-03-15 06:04:02,34.99,73.48,3.4,10.0,"133km NW of Gulmarg, Jammu and Kashmir, India",Low
2021-03-13 02:21:37,26.36,90.13,2.8,10.0,"94km N of Tura, Meghalaya, India",Low
2021-03-12 22:42:03,28.62,66.59,4.0,10.0,"661km W of Bikaner, Rajasthan, India",Medium
2021-03-12 16:14:16,26.13,92.71,3.1,5.0,"58km S of Tezpur, Assam, India",Low
2021-03-12 04:32:15,27.4,87.98,3.7,10.0,"24km W of Yuksom, Sikkim, India",Low
2021-03-11 12:05:37,23.91,94.29,3.1,20.0,"83km SE of Moirang, Manipur, India",Low
2021-03-11 08:04:17,22.75,94.51,3.3,50.0,"144km ESE of Champhai, Mizoram, India",Low
2021-03-10 23:59:47,24.1,93.38,2.8,50.0,"29km NE of Ngopa, Mizoram, India",Low
2021-03-10 21:58:42,26.25,95.23,3.2,80.0,"71km E of Mokokchung, Nagaland, India",Low
2021-03-10 20:33:33,26.38,95.98,3.6,110.0,"146km E of Mokokchung, Nagaland, India",Low
2021-03-10 08:29:10,22.14,78.64,2.8,20.0,"42km SSE of Pachmarhi, Madhya Pradesh, India",Low
2021-03-10 07:50:34,32.7,76.62,3.4,5.0,"60km NNE of Dharamshala, Himachal Pradesh, India",Low
2021-03-09 23:34:58,32.72,76.6,2.8,5.0,"61km NNE of Dharamshala, Himachal Pradesh, India",Low
2021-03-09 19:29:28,27.2,92.37,2.8,10.0,"64km SE of Tawang, Arunachal Pradesh, India",Low
2021-03-09 16:45:02,25.36,94.74,4.7,60.0,"41km NE of Shirui, Manipur, India",Medium
2021-03-09 12:34:34,32.64,76.5,3.5,10.0,"49km NNE of Dharamshala, Himachal Pradesh, India",Low
2021-03-08 15:35:00,25.29,94.97,4.0,97.0,"58km ENE of Shirui, Manipur, India",Medium
2021-03-08 10:38:38,32.95,75.83,3.5,5.0,"83km E of Katra, Jammu and Kashmir, India",Low
2021-03-08 10:20:43,32.92,75.88,3.6,5.0,"88km NNW of Dharamshala, Himachal Pradesh, India",Low
2021-03-07 14:46:58,35.01,78.18,3.5,10.0,"110km NNE of Leh, Laddakh, India",Low
2021-03-07 09:57:00,34.04,79.37,3.7,10.0,"155km NNE of Hanley, Jammu & Kashmir, India",Low
2021-03-07 04:40:34,33.0,75.86,2.9,5.0,"86km E of Katra, Jammu and Kashmir, India",Low
2021-03-06 05:11:33,34.53,79.04,3.6,10.0,"140km ENE of Leh, Laddakh, India",Low
2021-03-02 22:28:13,25.17,95.31,2.6,10.0,"87km ENE of Ukhrul, Manipur, India",Low
2021-03-02 21:30:09,27.69,91.8,2.8,10.0,"14km NNW of Tawang, Arunachal Pradesh, India",Low
2021-03-02 01:47:58,26.78,93.05,2.7,15.0,"29km ENE of Tezpur, Assam, India",Low
2021-03-02 01:32:22,26.41,92.29,2.9,15.0,"56km WSW of Tezpur, Assam, India",Low
2021-03-01 23:51:56,6.91,94.62,4.2,90.0,"79km E of Campbell Bay, Andaman and Nicobar island, India",Medium
2021-03-01 20:09:51,24.69,93.11,3.7,25.0,"66km W of Bishnupur, Manipur, India",Low
2021-02-28 18:03:18,28.69,87.98,3.9,20.0,"134km NW of Lachung, Sikkim, India",Low
2021-02-26 15:03:19,23.03,94.12,3.0,10.0,"93km ESE of Champhai, Mizoram, India",Low
2021-02-25 22:33:21,26.19,92.05,3.6,30.0,"31km E of Guwahati, Assam, India",Low
2021-02-25 09:19:01,25.21,94.37,3.3,48.0,"10km NNW of Shirui, Manipur, India",Low
2021-02-25 03:55:26,32.85,76.22,2.4,5.0,"70km N of Dharamshala, Himachal Pradesh, India",Low
2021-02-25 02:33:02,32.32,76.29,2.2,5.0,"11km NNW of Dharamshala, Himachal Pradesh, India",Low
2021-02-25 01:37:51,25.89,64.78,4.3,37.0,"587km NW of Dwarka, Gujarat, India",Medium
2021-02-24 23:46:47,19.95,91.03,4.8,24.0,"369km S of Belonia, Tripura, India",Medium
2021-02-24 20:49:19,26.02,95.45,4.2,83.0,"99km ESE of Mokokchung, Nagaland, India",Medium
2021-02-24 03:15:23,37.4,75.89,4.0,10.0,"317km N of Kargil, Laddakh, India",Medium
2021-02-23 20:36:00,28.72,77.0,1.9,10.0,"23km WNW of New Delhi, India",Low
2021-02-23 17:45:20,23.98,94.1,3.4,94.0,"66km SSE of Moirang, Manipur, India",Low
2021-02-22 21:14:22,27.42,92.65,2.6,10.0,"78km ESE of Tawang, Arunachal Pradesh, India",Low
2021-02-22 14:01:53,26.298,92.896,2.8,10.0,"40km SSE of Tezpur, Assam, India",Low
2021-02-21 01:29:08,24.87,94.89,2.8,5.0,"41km E of Ukhrul, Manipur, India",Low
2021-02-20 22:03:55,28.2,88.16,3.7,10.0,"80km NW of Lachung, Sikkim, India",Low
2021-02-20 13:39:32,28.6,68.91,5.0,140.0,"435km W of Bikaner, Rajasthan, India",Medium
2021-02-20 05:31:26,23.44,94.38,4.3,105.0,"107km E of Champhai, Mizoram, India",Medium
2021-02-20 03:55:31,32.64,76.2,2.8,5.0,"48km NNW of Dharamshala, Himachal Pradesh, India",Low
2021-02-20 03:21:11,27.9,87.3,3.4,10.0,"108km WNW of Yuksom, Sikkim, India",Low
2021-02-19 23:08:53,24.1,93.58,2.4,5.0,"44km ENE of Ngopa, Mizoram, India",Low
2021-02-19 16:38:32,29.88,80.29,4.0,8.0,"33km NNE of Pithoragarh, Uttarakhand, India",Medium
2021-02-19 07:59:23,28.21,87.25,3.4,55.0,"133km NW of Yuksom, Sikkim, India",Low
2021-02-19 07:54:50,25.55,91.96,2.8,50.0,"7km ESE of Shillong, Meghalaya, India",Low
2021-02-19 04:11:24,23.59,94.56,3.7,50.0,"126km E of Champhai, Mizoram, India",Low
2021-02-18 07:39:05,36.62,74.56,3.7,10.0,"270km NNW of Kargil, Laddakh, India",Low
2021-02-18 05:29:49,17.75,73.55,3.3,6.0,"91km SSW of Pune, Maharashtra, India",Low
2021-02-18 03:50:48,31.07,78.06,2.2,5.0,"52km NW of Uttarkashi, Uttarakhand, India",Low
2021-02-17 17:54:46,26.71,92.63,4.7,10.0,"17km WNW of Tezpur, Assam, India",Medium
2021-02-17 02:06:51,12.04,94.78,4.2,10.0,"228km ENE of Portblair, Andaman and Nicobar island, India",Medium
2021-02-16 21:55:17,34.43,77.68,3.5,5.0,"32km NNE of Leh, Laddakh, India",Low
2021-02-15 21:23:47,25.41,85.35,3.5,5.0,"20km NW of Nalanda, Bihar, India",Low
2021-02-15 19:23:24,9.42,93.48,4.1,10.0,"258km SSE of Portblair, Andaman and Nicobar island, India",Medium
2021-02-15 17:07:09,25.32,93.83,3.4,30.0,"48km SW of Kohima, Nagaland, India",Low
2021-02-15 05:25:26,22.02,93.79,3.5,10.0,"166km SSE of Champhai, Mizoram, India",Low
2021-02-15 02:46:00,28.57,87.39,3.6,67.0,"156km NNW of Yuksom, Sikkim, India",Low
2021-02-15 01:25:59,28.91,76.99,2.7,5.0,"37km E of Rohtak, Haryana, India",Low
2021-02-14 15:49:53,31.32,76.87,3.2,10.0,"30km S of Mandi, Himachal Pradesh, India",Low
2021-02-14 05:43:51,28.27,93.39,2.9,10.0,"131km WNW of Basar, Arunachal Pradesh, India",Low
2021-02-12 08:01:47,30.1,69.7,4.3,290.0,"420km NW of Bikaner, Rajasthan, India",Medium
2021-02-11 13:34:51,22.814,94.524,3.7,50.0,"141km ESE of Champhai, Mizoram, India",Low
2021-02-11 00:45:51,23.7,93.1,3.1,30.0,"23km SSW of Ngopa, Mizoram, India",Low
2021-02-09 07:20:07,27.95,87.91,4.5,90.0,"71km NNW of Yuksom, Sikkim, India",Medium
2021-02-09 04:09:11,26.99,92.54,2.3,5.0,"45km NW of Tezpur, Assam, India",Low
2021-02-08 13:49:15,26.57,93.14,3.7,30.0,"35km ESE of Tezpur, Assam, India",Low
2021-02-08 06:48:31,29.44,74.4,3.5,24.0,"100km SSW of Bathinda, Punjab, India",Low
2021-02-08 04:56:02,34.22,73.61,3.5,30.0,"73km WNW of Gulmarg, Jammu and Kashmir, India",Low
2021-02-06 20:24:39,37.9,93.3,4.2,10.0,"1100km N of Pangin, Arunachal Pradesh, India",Medium
2021-02-06 08:27:34,28.95,73.52,3.5,5.0,"105km N of Bikaner, Rajasthan, India",Low
2021-02-05 06:53:11,29.01,77.28,1.8,5.0,"44km N of New Delhi, India",Low
2021-02-05 03:43:10,27.86,88.14,4.0,10.0,"54km N of Yuksom, Sikkim, India",Medium
2021-02-04 22:32:05,36.4,77.09,4.6,10.0,"222km NNE of Kargil, Laddakh, India",Medium
2021-02-04 10:36:29,28.62,87.38,4.8,124.0,"161km NNW of Yuksom, Sikkim, India",Medium
2021-02-04 00:27:27,23.45,94.21,3.4,5.0,"90km E of Champhai, Mizoram, India",Low
2021-02-04 00:04:20,4.94,95.76,4.0,10.0,"308km SE of Campbell Bay, Andaman and Nicobar island, India",Medium
2021-02-03 19:59:52,34.33,78.3,4.5,10.0,"69km ENE of Leh, Laddakh, India",Medium
2021-02-02 23:04:07,36.06,76.25,4.2,10.0,"167km N of Kargil, Laddakh, India",Medium
2021-02-02 08:01:18,28.75,87.45,4.9,151.0,"170km NNW of Yuksom, Sikkim, India",Medium
2021-02-01 01:34:26,24.84,94.35,4.0,35.0,"16km SW of Ukhrul, Manipur, India",Medium
2021-01-31 19:16:05,26.28,95.73,3.6,110.0,"121km E of Mokokchung, Nagaland, India",Low
2021-01-31 00:41:12,19.53,77.13,3.2,5.0,"131km S of Akola,Maharashtra,India",Low
2021-01-30 20:40:35,26.85,93.31,2.7,30.0,"39km SW of Itanagar, Arunachal Pradesh, India",Low
2021-01-30 16:09:40,19.56,77.67,3.4,10.0,"108km NNW of Nizamabad, Telangana, India",Low
2021-01-28 16:46:02,32.222,76.418,2.8,10.0,"8km E of Dharamshala, Himachal Pradesh, India",Low
2021-01-28 09:17:54,28.66,77.13,2.8,15.0,"8km NW of New Delhi, India",Low
2021-01-28 00:26:25,25.96,95.66,3.5,16.0,"121km ESE of Mokokchung, Nagaland, India",Low
2021-01-27 00:48:15,35.36,73.71,3.6,16.0,"158km NNW of Gulmarg, Jammu and Kashmir, India",Low
2021-01-27 00:08:40,26.27,95.69,3.8,10.0,"117km E of Mokokchung, Nagaland, India",Low
2021-01-26 19:28:36,18.33,73.91,2.6,12.0,"21km SSE of Pune, Maharashtra, India",Low
2021-01-26 12:35:18,25.14,93.87,3.3,15.0,"36km N of Imphal, Manipur, India",Low
2021-01-26 01:21:05,28.59,77.01,1.9,5.0,"14km N of Gurugram, Haryana, India",Low
2021-01-25 02:15:31,27.51,93.21,3.5,11.0,"61km NW of Itanagar, Arunachal Pradesh, India",Low
2021-01-24 14:01:02,27.79,95.04,3.0,10.0,"37km NNE of Dibrugarh, Assam, India",Low
2021-01-23 05:32:01,26.42,93.41,2.3,5.0,"65km NNW of Dimapur, Nagaland, India",Low
2021-01-23 02:44:44,24.34,94.95,3.9,21.0,"81km SE of Ukhrul, Manipur, India",Low
2021-01-22 02:04:47,28.6,77.0,1.9,5.0,"15km N of Gurugram, Haryana, India",Low
2021-01-21 22:20:15,24.84,94.72,2.8,10.0,"26km ESE of Ukhrul, Manipur, India",Low
2021-01-21 19:12:40,36.53,77.0,4.2,156.0,"233km NNE of Kargil, Laddakh, India",Medium
2021-01-19 21:13:21,34.3,74.53,3.6,5.0,"31km NNE of Gulmarg, Jammu and Kashmir, India",Low
2021-01-18 17:13:59,7.62,94.72,4.5,120.0,"112km NE of Campbell Bay, Andaman and Nicobar island, India",Medium
2021-01-18 12:21:12,35.3,73.59,3.8,34.0,"156km NNW of Gulmarg, Jammu and Kashmir, India",Low
2021-01-18 02:06:54,24.31,93.75,2.7,28.0,"21km S of Moirang, Manipur, India",Low
2021-01-18 01:21:44,34.61,80.896,3.6,221.0,"279km NE of Hanley, Jammu & Kashmir, India",Low
2021-01-17 22:00:45,20.03,72.82,3.5,5.0,"101km W of Nashik, Maharashtra, India",Low
2021-01-17 19:12:57,24.29,96.77,3.7,10.0,"242km ESE of Ukhrul, Manipur, India",Low
2021-01-17 13:53:20,37.48,75.11,3.5,10.0,"338km NNW of Kargil, Laddakh, India",Low
2021-01-17 12:29:51,26.0,96.53,3.9,10.0,"194km S of Changlang, Arunachal Pradesh, India",Low
2021-01-17 02:58:15,23.62,93.5,3.2,25.0,"25km NE of Champhai, Mizoram, India",Low
2021-01-17 02:18:11,23.65,93.46,4.4,55.0,"25km NNE of Champhai, Mizoram, India",Medium
2021-01-16 22:01:04,33.03,75.93,4.1,10.0,"93km E of Katra, Jammu and Kashmir, India",Medium
2021-01-14 00:45:35,24.96,93.24,4.2,15.0,"64km NW of Bishnupur, Manipur, India",Medium
2021-01-13 19:03:31,28.86,77.49,2.9,5.0,"37km NNE of Noida, Uttar Pradesh, India",Low
2021-01-13 06:37:22,22.64,94.58,3.8,98.0,"157km SE of Champhai, Mizoram, India",Low
2021-01-12 15:16:43,19.68,90.75,4.3,118.0,"383km SE of Haldia, West Bengal, India",Medium
2021-01-11 19:32:04,33.34,75.47,5.1,5.0,"63km NE of Katra, Jammu and Kashmir, India",Medium
2021-01-11 19:29:15,33.22,75.58,3.8,5.0,"65km ENE of Katra, Jammu and Kashmir, India",Low
2021-01-09 23:02:48,22.93,94.22,3.5,50.0,"108km ESE of Champhai, Mizoram, India",Low
2021-01-09 20:21:50,32.31,76.3,4.2,10.0,"10km NNW of Dharamshala, Himachal Pradesh, India",Medium
2021-01-09 11:27:30,30.79,78.58,3.3,10.0,"15km ENE of Uttarkashi, Uttarakhand, India",Low
2021-01-08 21:45:55,20.13,84.25,3.2,5.0,"107km NNW of Berhampur, Odisha, India",Low
2021-01-08 10:05:19,29.85,79.77,3.3,10.0,"52km NW of Pithoragarh, Uttarakhand, India",Low
2021-01-07 19:22:29,22.56,69.65,2.7,20.0,"78km ENE of Dwarka, Gujarat, India",Low
2021-01-07 06:57:38,6.99,93.91,4.4,72.0,"2km SSE of Campbell Bay, Andaman and Nicobar island, India",Medium
2021-01-06 20:38:42,23.06,94.26,3.7,32.0,"104km ESE of Champhai, Mizoram, India",Low
2021-01-06 04:32:07,26.95,92.93,2.5,8.0,"35km NNE of Tezpur, Assam, India",Low
2021-01-05 13:09:22,32.35,76.61,3.2,5.0,"30km ENE of Dharamshala, Himachal Pradesh, India",Low
2021-01-04 10:58:43,34.28,74.52,3.5,5.0,"28km NNE of Gulmarg, Jammu and Kashmir, India",Low
2021-01-04 00:13:07,26.21,90.94,2.5,5.0,"79km W of Guwahati, Assam, India",Low
2021-01-03 22:15:28,26.52,93.03,2.8,10.0,"27km ESE of Tezpur, Assam, India",Low
2021-01-02 22:20:32,20.095,72.928,2.4,5.0,"90km W of Nashik, Maharashtra, India",Low
2021-01-02 21:45:56,32.51,76.4,2.6,30.0,"33km NNE of Dharamshala, Himachal Pradesh, India",Low
2021-01-02 13:24:40,21.79,74.7,3.3,5.0,"157km SW of Indore, Madhya Pradesh, India",Low
2021-01-02 04:11:58,30.59,79.28,2.4,5.0,"26km W of Joshimath, Uttarakhand , India",Low
2021-01-02 03:31:48,23.03,94.04,3.2,10.0,"86km ESE of Champhai, Mizoram, India",Low
2021-01-01 00:27:05,24.45,94.86,3.1,98.0,"65km SE of Ukhrul, Manipur, India",Low
2020-12-31 17:21:00,24.19,93.85,3.1,40.0,"35km SSE of Moirang, Manipur, India",Low
2020-12-29 03:58:16,28.49,91.96,3.1,112.0,"101km N of Tawang, Arunachal Pradesh, India",Low
2020-12-28 03:09:12,24.65,94.53,3.1,40.0,"31km S of Ukhrul, Manipur, India",Low
2020-12-27 03:18:20,27.41,96.55,3.5,10.0,"38km SSW of Changlang, Arunachal Pradesh, India",Low
2020-12-26 19:49:15,16.15,93.07,4.1,50.0,"320km N of Diglipur, Andaman and Nicobar island, India",Medium
2020-12-26 03:23:50,25.7,94.7,2.8,30.0,"59km E of Kohima, Nagaland, India",Low
2020-12-26 02:01:49,26.06,95.38,3.6,120.0,"91km ESE of Mokokchung, Nagaland, India",Low
2020-12-25 05:02:19,28.7,77.04,2.3,5.0,"18km WNW of New Delhi, India",Low
2020-12-24 20:44:01,25.47,96.25,3.9,100.0,"187km ENE of Ukhrul, Manipur, India",Low
2020-12-24 19:51:07,27.11,88.34,2.5,5.0,"11km NE of Drajeelind,West Bengal,India",Low
2020-12-24 18:17:15,25.69,96.55,3.9,198.0,"215km ESE of Mokokchung, Nagaland, India",Low
2020-12-24 16:51:29,25.79,96.46,3.6,150.0,"203km ESE of Mokokchung, Nagaland, India",Low
2020-12-24 13:39:52,25.58,96.53,4.6,100.0,"217km ESE of Mokokchung, Nagaland, India",Medium
2020-12-24 06:56:06,26.1,93.01,3.0,5.0,"65km SSE of Tezpur, Assam, India",Low
2020-12-24 05:21:51,34.21,97.99,4.6,10.0,"722km NNE of Pangin, Arunachal Pradesh, India",Medium
2020-12-24 03:19:35,24.51,94.94,2.8,123.0,"66km SE of Ukhrul, Manipur, India",Low
2020-12-23 16:37:02,27.17,96.05,3.7,150.0,"86km SW of Changlang, Arunachal Pradesh, India",Low
2020-12-21 08:33:46,33.66,76.64,3.7,5.0,"79km SW of Alchi(Leh),Jammu & Kashmir,India",Low
2020-12-21 00:27:36,32.69,76.42,2.4,5.0,"53km N of Dharamshala, Himachal Pradesh, India",Low
2020-12-20 23:43:51,22.98,93.77,3.4,10.0,"69km SE of Champhai, Mizoram, India",Low
2020-12-20 05:55:02,29.66,80.53,2.9,5.0,"31km ENE of Pithoragarh, Uttarakhand, India",Low
2020-12-17 23:46:46,28.19,76.67,4.2,25.0,"46km SW of Gurugram, Haryana, India",Medium
2020-12-17 22:03:20,24.15,93.74,3.2,36.0,"38km S of Moirang, Manipur, India",Low
2020-12-17 11:26:01,27.4,75.43,3.0,5.0,"64km NW of Jaipur, Rajasthan, India",Low
2020-12-16 20:10:16,27.7,94.2,3.1,10.0,"57km WSW of Basar, Arunachal Pradesh, India",Low
2020-12-16 02:07:30,31.49,76.84,3.2,5.0,"13km SSW of Mandi, Himachal Pradesh, India",Low
2020-12-15 23:47:50,23.82,93.11,3.4,57.0,"12km SW of Ngopa, Mizoram, India",Low
2020-12-13 23:33:08,31.98,77.35,2.4,10.0,"22km E of Kullu, Himachal Pradesh, India",Low
2020-12-13 20:54:58,24.45,73.26,2.3,5.0,"151km NNE of Gandhinagar, Gujarat, India",Low
2020-12-13 00:14:59,26.85,94.42,2.6,10.0,"24km ENE of Jorhat, Assam, India",Low
2020-12-12 20:41:37,26.88,96.18,3.3,10.0,"106km SSW of Changlang, Arunachal Pradesh, India",Low
2020-12-12 20:39:27,26.46,94.58,2.6,5.0,"16km NNE of Mokokchung, Nagaland, India",Low
2020-12-11 21:28:52,23.89,92.88,3.2,40.1,"24km NE of Aizawl, Mizoram, India",Low
2020-12-11 19:59:53,10.97,76.1,2.5,10.0,"50km NNW of Thrissur, Kerala, India",Low
